,Species Key,Taxon Key,GBIF Species Name,Source
477,1847343,1847343,Dichomeris flavocostella,Quebec_Pohl2018
478,NA,NA,NA,Quebec_Pohl2018
479,1847166,1847166,Dichomeris georgiella,Quebec_Pohl2018
480,1847064,1847064,Dichomeris vacciniella,Quebec_Pohl2018
481,NA,NA,NA,Quebec_Pohl2018
482,1846945,1846945,Dichomeris setosella,Quebec_Pohl2018
483,1847469,1847469,Dichomeris vindex,Quebec_Pohl2018
484,1847274,1847274,Dichomeris bilobella,Quebec_Pohl2018
485,1847446,1847446,Dichomeris aleatrix,Quebec_Pohl2018
486,1847059,1847059,Dichomeris copa,Quebec_Pohl2018
487,1847473,1847473,Dichomeris purpureofusca,Quebec_Pohl2018
488,1847426,1847426,Dichomeris nonstrigella,Quebec_Pohl2018
489,1847308,1847308,Dichomeris ochripalpella,Quebec_Pohl2018
490,1847149,1847149,Dichomeris inserrata,Quebec_Pohl2018
491,1846968,1846968,Dichomeris serrativittella,Quebec_Pohl2018
492,1847020,1847020,Dichomeris isa,Quebec_Pohl2018
493,1847445,1847445,Dichomeris washingtoniella,Quebec_Pohl2018
494,1847259,1847259,Dichomeris levisella,Quebec_Pohl2018
495,1847320,1847320,Dichomeris leuconotella,Quebec_Pohl2018
496,1846971,1846971,Dichomeris juncidella,Quebec_Pohl2018
497,1847227,1847227,Dichomeris offula,Quebec_Pohl2018
498,1847392,1847392,Dichomeris heriguronis,Quebec_Pohl2018
499,1851347,1851347,Chrysoesthia drurella,Quebec_Pohl2018
500,1851353,1851353,Chrysoesthia lingulacella,Quebec_Pohl2018
501,1851337,1851337,Chrysoesthia sexguttella,Quebec_Pohl2018
502,1849209,1849209,Sitotroga cerealella,Quebec_Pohl2018
503,1848864,1848864,Metzneria lappella,Quebec_Pohl2018
504,1847564,1847564,Isophrictis anteliella,Quebec_Pohl2018
505,1847555,1847555,Isophrictis rudbeckiella,Quebec_Pohl2018
506,1846658,1846658,Monochroa disconotella,Quebec_Pohl2018
507,1846720,1846720,Monochroa quinquepunctella,Quebec_Pohl2018
508,1848143,1848143,Ptycerata busckella,Quebec_Pohl2018
509,1847995,1847995,Enchrysa dissectella,Quebec_Pohl2018
510,1850673,1850673,Theisoa constrictella,Quebec_Pohl2018
511,5122095,5122095,Aristotelia fungivorella,Quebec_Pohl2018
512,5122169,5122169,Aristotelia isopelta,Quebec_Pohl2018
513,1850523,9259123,Argolamprotes pudibundella,Quebec_Pohl2018
514,5122131,5122131,Aristotelia roseosuffusella,Quebec_Pohl2018
515,5122086,5122086,Aristotelia rubidella,Quebec_Pohl2018
516,1849470,1849470,Deltophora glandiferella,Quebec_Pohl2018
517,1848754,1848754,Bryotropha plantariella,Quebec_Pohl2018
518,1848753,1848753,Bryotropha galbanella,Quebec_Pohl2018
519,8630243,10455458,Bryotropha gemella,Quebec_Pohl2018
520,1848730,1848730,Bryotropha similis,Quebec_Pohl2018
521,8446226,8446226,Bryotropha hodgesi,Quebec_Pohl2018
522,1848680,1848680,Bryotropha branella,Quebec_Pohl2018
523,1850223,1850223,Glauce pectenalaeella,Quebec_Pohl2018
524,10427568,10427568,Agnippe prunifoliella,Quebec_Pohl2018
525,1848610,1848610,Recurvaria nanella,Quebec_Pohl2018
526,1851428,1851428,Coleotechnites albicostata,Quebec_Pohl2018
527,1851411,1851411,Coleotechnites apicitripunctella,Quebec_Pohl2018
528,1851462,1851462,Coleotechnites atrupictella,Quebec_Pohl2018
529,1851426,1851426,Coleotechnites blastovora,Quebec_Pohl2018
530,1851418,10522455,Coleotechnites canusella,Quebec_Pohl2018
531,1851412,1851412,Coleotechnites coniferella,Quebec_Pohl2018
532,NA,NA,NA,Quebec_Pohl2018
533,1851435,10032566,Coleotechnites gibsonella,Quebec_Pohl2018
534,NA,NA,NA,Quebec_Pohl2018
535,1851450,1851450,Coleotechnites macleodi,Quebec_Pohl2018
536,1851441,1851441,Coleotechnites martini,Quebec_Pohl2018
537,1851409,1851409,Coleotechnites piceaella,Quebec_Pohl2018
538,1851451,1851451,Coleotechnites quercivorella,Quebec_Pohl2018
539,NA,NA,NA,Quebec_Pohl2018
540,1851407,1851407,Coleotechnites thujaella,Quebec_Pohl2018
541,8559137,8559137,Sinoe chambersi,Quebec_Pohl2018
542,1848636,1848636,Exoteleia dodecella,Quebec_Pohl2018
543,1848644,1848644,Exoteleia nepheos,Quebec_Pohl2018
544,1848639,1848639,Exoteleia pinifoliella,Quebec_Pohl2018
545,1851300,1851300,Arogalea cristifasciella,Quebec_Pohl2018
546,5121847,5121847,Telphusa longifasciella,Quebec_Pohl2018
547,NA,NA,NA,Quebec_Pohl2018
548,1846329,1846329,Neotelphusa praefixa,Quebec_Pohl2018
549,1846335,1846335,Neotelphusa querciella,Quebec_Pohl2018
550,NA,NA,NA,Quebec_Pohl2018
551,NA,NA,NA,Quebec_Pohl2018
552,1850481,1850481,Pseudotelphusa palliderosacella,Quebec_Pohl2018
553,10489775,10489775,Pseudotelphusa quercinigracella,Quebec_Pohl2018
554,1849492,1849492,Xenolechia aethiops,Quebec_Pohl2018
555,1849498,10530747,Xenolechia ontariensis,Quebec_Pohl2018
556,1849490,10397467,Xenolechia querciphaga,Quebec_Pohl2018
557,1849493,1849493,Xenolechia velatella,Quebec_Pohl2018
558,10625860,10625860,Carpatolechia belangerella,Quebec_Pohl2018
559,1849294,1849294,Carpatolechia fugitivella,Quebec_Pohl2018
560,1849274,1849274,Carpatolechia notatella,Quebec_Pohl2018
561,1848212,1848212,Pseudochelaria pennsylvanica,Quebec_Pohl2018
562,1848213,1848213,Pseudochelaria walsinghami,Quebec_Pohl2018
563,5122206,5122206,Athrips mouffetella,Quebec_Pohl2018
564,5122230,5122230,Athrips pruinosella,Quebec_Pohl2018
565,1848920,1848920,Prolita sexpunctella,Quebec_Pohl2018
566,1850281,9877360,Gelechia dyariella,Quebec_Pohl2018
567,1850321,1850321,Gelechia lynceella,Quebec_Pohl2018
568,1850290,1850290,Gelechia mandella,Quebec_Pohl2018
569,1850450,1850450,Gelechia sabinellus,Quebec_Pohl2018
570,1850333,1850333,Gelechia versutella,Quebec_Pohl2018
571,1850935,1850935,Chionodes formosella,Quebec_Pohl2018
572,1850904,1850904,Chionodes fuscomaculella,Quebec_Pohl2018
573,1850890,1850890,Chionodes bicostomaculella,Quebec_Pohl2018
574,1850980,1850980,Chionodes argentipunctella,Quebec_Pohl2018
575,NA,NA,NA,Quebec_Pohl2018
576,NA,NA,NA,Quebec_Pohl2018
577,1851031,9840460,Chionodes gilvomaculella,Quebec_Pohl2018
578,NA,NA,NA,Quebec_Pohl2018
579,9014068,9014068,Chionodes imber,Quebec_Pohl2018
580,1850923,1850923,Chionodes thoraceochrella,Quebec_Pohl2018
581,1850968,1850968,Chionodes obscurusella,Quebec_Pohl2018
582,9223502,10110784,Chionodes soter,Quebec_Pohl2018
583,1850908,1850908,Chionodes mediofuscella,Quebec_Pohl2018
584,1850950,1850950,Chionodes terminimaculella,Quebec_Pohl2018
585,8792229,10044943,Chionodes adamas,Quebec_Pohl2018
586,1850962,1850962,Chionodes fondella,Quebec_Pohl2018
587,1850988,1850988,Chionodes pseudofondella,Quebec_Pohl2018
588,1850868,1850868,Chionodes discoocellella,Quebec_Pohl2018
589,1851011,1851011,Chionodes lugubrella,Quebec_Pohl2018
590,1850993,1850993,Chionodes arenella,Quebec_Pohl2018
591,1850951,1850951,Chionodes praeclarella,Quebec_Pohl2018
592,1850974,9963728,Chionodes psiloptera,Quebec_Pohl2018
593,8943069,9831947,Chionodes praeco,Quebec_Pohl2018
594,8762317,9968920,Chionodes molitor,Quebec_Pohl2018
595,1850889,1850889,Chionodes occlusa,Quebec_Pohl2018
596,9180228,10394258,Chionodes theurgis,Quebec_Pohl2018
597,1850971,1850971,Chionodes viduella,Quebec_Pohl2018
598,1851000,1851000,Chionodes continuella,Quebec_Pohl2018
599,9203467,9203467,Chionodes sattleri,Quebec_Pohl2018
600,1851017,1851017,Chionodes braunella,Quebec_Pohl2018
601,1850983,10617455,Chionodes flavicorporella,Quebec_Pohl2018
602,1848548,1848548,Filatima abactella,Quebec_Pohl2018
603,1848559,10208597,Filatima betulae,Quebec_Pohl2018
604,1848498,1848498,Filatima epulatrix,Quebec_Pohl2018
605,1848478,1848478,Filatima inquilinella,Quebec_Pohl2018
606,1848562,1848562,Filatima ornatifimbriella,Quebec_Pohl2018
607,NA,NA,NA,Quebec_Pohl2018
608,1848516,1848516,Filatima pseudacaciella,Quebec_Pohl2018
609,1848569,1848569,Filatima serotinella,Quebec_Pohl2018
610,1848491,1848491,Filatima vaccinii,Quebec_Pohl2018
611,1851248,1851248,Aroga argutiola,Quebec_Pohl2018
612,1851257,1851257,Aroga epigaeella,Quebec_Pohl2018
613,1851250,1851250,Aroga trialbamaculella,Quebec_Pohl2018
614,1851676,1851676,Gnorimoschema busckiella,Quebec_Pohl2018
615,1851696,1851696,Gnorimoschema gallaeasterella,Quebec_Pohl2018
616,1851714,1851714,Gnorimoschema gallaesolidaginis,Quebec_Pohl2018
617,1851701,1851701,Gnorimoschema gibsoniella,Quebec_Pohl2018
618,1851718,1851718,Gnorimoschema herbichii,Quebec_Pohl2018
619,8828429,9848037,Gnorimoschema jocelynae,Quebec_Pohl2018
620,NA,NA,NA,Quebec_Pohl2018
621,NA,NA,NA,Quebec_Pohl2018
622,10638839,10289707,Gnorimoschema nanulum,Quebec_Pohl2018
623,1851740,1851740,Gnorimoschema nordlandicolella,Quebec_Pohl2018
624,1851731,1851731,Gnorimoschema pedmontella,Quebec_Pohl2018
625,10299998,9988243,Gnorimoschema rotundatum,Quebec_Pohl2018
626,1851720,1851720,Gnorimoschema septentrionella,Quebec_Pohl2018
627,10521093,10162576,Gnorimoschema shepherdiae,Quebec_Pohl2018
628,NA,NA,NA,Quebec_Pohl2018
629,1851666,1851666,Gnorimoschema vibei,Quebec_Pohl2018
630,1852118,1852118,Phthorimaea operculella,Quebec_Pohl2018
631,1848836,1848836,Scrobipalpula artemisiella,Quebec_Pohl2018
632,10325297,10325297,Scrobipalpula manierreorum,Quebec_Pohl2018
633,NA,NA,NA,Quebec_Pohl2018
634,1848797,1848797,Scrobipalpula sacculicola,Quebec_Pohl2018
635,1849945,1849945,Scrobipalpa acuminatella,Quebec_Pohl2018
636,1849856,1849856,Scrobipalpa atriplicella,Quebec_Pohl2018
637,1849860,10318753,Scrobipalpa macromaculata,Quebec_Pohl2018
638,9315610,10394995,Agonochaetia shawinigan,Quebec_Pohl2018
639,1850042,1850042,Caryocolum pullatella,Quebec_Pohl2018
640,1850045,1850045,Caryocolum cassella,Quebec_Pohl2018
641,NA,NA,NA,Quebec_Pohl2018
642,10452958,9836361,Keiferia glochinella,Quebec_Pohl2018
643,4529258,4529258,Perittia herrichiella,Quebec_Pohl2018
644,6097225,6097225,Elachista subalbidella,Quebec_Pohl2018
645,5119621,10563177,Elachista patriodoxa,Quebec_Pohl2018
646,5119715,5119715,Elachista orestella,Quebec_Pohl2018
647,5119664,5119664,Elachista acenteta,Quebec_Pohl2018
648,5119720,10471615,Elachista griseicornis,Quebec_Pohl2018
649,5119786,5119786,Elachista albicapitella,Quebec_Pohl2018
650,5119612,5119612,Elachista stramineola,Quebec_Pohl2018
651,10606782,10606782,Elachista morwenella,Quebec_Pohl2018
652,5880260,5880260,Elachista alpinella,Quebec_Pohl2018
653,5119639,5119639,Elachista fuliginea,Quebec_Pohl2018
654,1833114,1833114,Elachista kilmunella,Quebec_Pohl2018
655,7356748,7356748,Elachista excelsicola,Quebec_Pohl2018
656,5119642,5119642,Elachista irrorata,Quebec_Pohl2018
657,5119665,5119665,Elachista maritimella,Quebec_Pohl2018
658,NA,NA,NA,Quebec_Pohl2018
659,5119729,5119729,Elachista maculoscella,Quebec_Pohl2018
660,5119753,5119753,Elachista sylvestris,Quebec_Pohl2018
661,NA,NA,NA,Quebec_Pohl2018
662,10232420,10232420,Elachista helodella,Quebec_Pohl2018
663,6097224,6097224,Elachista freyerella,Quebec_Pohl2018
664,10301263,10301263,Elachista illectella,Quebec_Pohl2018
665,10356244,10356244,Elachista beorella,Quebec_Pohl2018
666,5119631,5119631,Elachista leucosticta,Quebec_Pohl2018
667,5119606,5119606,Elachista cucullata,Quebec_Pohl2018
668,8033146,8033146,Elachista albidella,Quebec_Pohl2018
669,5119717,5119717,Elachista inaudita,Quebec_Pohl2018
670,1833167,1833167,Elachista eleochariella,Quebec_Pohl2018
671,10378655,9909893,Elachista beothucella,Quebec_Pohl2018
672,9187407,9187407,Elachista cerasella,Quebec_Pohl2018
673,10136651,10136651,Elachista huron,Quebec_Pohl2018
674,NA,NA,NA,Quebec_Pohl2018
675,NA,NA,NA,Quebec_Pohl2018
676,5119721,5119721,Elachista madarella,Quebec_Pohl2018
677,1853063,1853063,Blastodacna bicristatella,Quebec_Pohl2018
678,1853064,1853064,Blastodacna atra,Quebec_Pohl2018
679,4529248,4529248,Chrysoclista linneella,Quebec_Pohl2018
680,5121409,10227024,Coleophora multipulvella,Quebec_Pohl2018
681,5121096,5121096,Coleophora sacramenta,Quebec_Pohl2018
682,5120935,5120935,Coleophora tiliaefoliella,Quebec_Pohl2018
683,5120845,5120845,Coleophora atromarginata,Quebec_Pohl2018
684,5120876,5120876,Coleophora albovanescens,Quebec_Pohl2018
685,5120606,5120606,Coleophora elaeagnisella,Quebec_Pohl2018
686,5121590,10477187,Coleophora querciella,Quebec_Pohl2018
687,5121179,10206327,Coleophora rosaefoliella,Quebec_Pohl2018
688,5120517,10167495,Coleophora laurentella,Quebec_Pohl2018
689,5121074,10020141,Coleophora asterophagella,Quebec_Pohl2018
690,5121554,5121554,Coleophora monardella,Quebec_Pohl2018
691,5120782,10574100,Coleophora pruniella,Quebec_Pohl2018
692,5121087,5121087,Coleophora kalmiella,Quebec_Pohl2018
693,5120745,10527919,Coleophora canadensisella,Quebec_Pohl2018
694,5121066,10573990,Coleophora salicivorella,Quebec_Pohl2018
695,5120523,5120523,Coleophora gaylussaciella,Quebec_Pohl2018
696,5120875,5120875,Coleophora cornivorella,Quebec_Pohl2018
697,5120651,10117021,Coleophora viburniella,Quebec_Pohl2018
698,5121425,10271199,Coleophora affiliatella,Quebec_Pohl2018
699,5121422,5121422,Coleophora multicristatella,Quebec_Pohl2018
700,NA,NA,NA,Quebec_Pohl2018
701,5121233,5121233,Coleophora vacciniivorella,Quebec_Pohl2018
702,5120571,9861271,Coleophora cretaticostella,Quebec_Pohl2018
703,5121114,10400330,Coleophora rupestrella,Quebec_Pohl2018
704,5120490,5120490,Coleophora ledi,Quebec_Pohl2018
705,5121417,10364530,Coleophora persimplexella,Quebec_Pohl2018
706,5120983,5120983,Coleophora kearfottella,Quebec_Pohl2018
707,5120618,5120618,Coleophora laticornella,Quebec_Pohl2018
708,5120722,10062718,Coleophora corylifoliella,Quebec_Pohl2018
709,NA,NA,NA,Quebec_Pohl2018
710,5121817,9940577,Coleophora lentella,Quebec_Pohl2018
711,5120945,10415348,Coleophora ostryae,Quebec_Pohl2018
712,8839871,8839871,Coleophora cornella,Quebec_Pohl2018
713,5120751,5120751,Coleophora alnifoliae,Quebec_Pohl2018
714,5121143,10354177,Coleophora comptoniella,Quebec_Pohl2018
715,5120592,5120592,Coleophora badiipennella,Quebec_Pohl2018
716,5121509,5121509,Coleophora limosipennella,Quebec_Pohl2018
717,5121606,10267969,Coleophora granifera,Quebec_Pohl2018
718,5121134,10284804,Coleophora astericola,Quebec_Pohl2018
719,NA,NA,NA,Quebec_Pohl2018
720,6097239,6097239,Coleophora spinella,Quebec_Pohl2018
721,5121517,5121517,Coleophora serratella,Quebec_Pohl2018
722,5120767,5120767,Coleophora laricella,Quebec_Pohl2018
723,5121060,9854760,Coleophora asterosella,Quebec_Pohl2018
724,5121153,5121153,Coleophora rosaevorella,Quebec_Pohl2018
725,5121203,10120234,Coleophora rosacella,Quebec_Pohl2018
726,5121155,10494014,Coleophora heinrichella,Quebec_Pohl2018
727,5120648,10260877,Coleophora mcdunnoughiella,Quebec_Pohl2018
728,5121784,10470099,Coleophora seminella,Quebec_Pohl2018
729,10660620,10660620,Coleophora simulans,Quebec_Pohl2018
730,5121029,5121029,Coleophora versurella,Quebec_Pohl2018
731,NA,NA,NA,Quebec_Pohl2018
732,5120507,5120507,Coleophora triplicis,Quebec_Pohl2018
733,NA,NA,NA,Quebec_Pohl2018
734,5120739,5120739,Coleophora duplicis,Quebec_Pohl2018
735,NA,NA,NA,Quebec_Pohl2018
736,5120511,5120511,Coleophora acuminatoides,Quebec_Pohl2018
737,5121668,5121668,Coleophora bidens,Quebec_Pohl2018
738,5121204,5121204,Coleophora nemorella,Quebec_Pohl2018
739,5121519,5121519,Coleophora intermediella,Quebec_Pohl2018
740,5121299,5121299,Coleophora dextrella,Quebec_Pohl2018
741,9998148,10290064,Coleophora detractella,Quebec_Pohl2018
742,5121266,5121266,Coleophora littorella,Quebec_Pohl2018
743,NA,NA,NA,Quebec_Pohl2018
744,5121586,5121586,Coleophora lineapulvella,Quebec_Pohl2018
745,5121618,5121618,Coleophora quadruplex,Quebec_Pohl2018
746,5121044,10405523,Coleophora sparsipulvella,Quebec_Pohl2018
747,5121662,10027288,Coleophora quadrilineella,Quebec_Pohl2018
748,5121246,10011757,Coleophora borea,Quebec_Pohl2018
749,5121056,5121056,Coleophora sparsiatomella,Quebec_Pohl2018
750,5120654,5120654,Coleophora cratipennella,Quebec_Pohl2018
751,5121764,10328880,Coleophora benestrigatella,Quebec_Pohl2018
752,5121112,10225136,Coleophora brunneipennis,Quebec_Pohl2018
753,5121645,10249121,Coleophora bidentella,Quebec_Pohl2018
754,5121427,10318502,Coleophora sexdentatella,Quebec_Pohl2018
755,5120990,5120990,Coleophora caespititiella,Quebec_Pohl2018
756,5120531,10260786,Coleophora latronella,Quebec_Pohl2018
757,5121671,5121671,Coleophora glissandella,Quebec_Pohl2018
758,5121686,5121686,Coleophora glaucicolella,Quebec_Pohl2018
759,5120668,5120668,Coleophora alticolella,Quebec_Pohl2018
760,5121536,9876677,Coleophora fagicorticella,Quebec_Pohl2018
761,5121290,10264111,Coleophora bispinatella,Quebec_Pohl2018
762,5121401,5121401,Coleophora dentiferoides,Quebec_Pohl2018
763,5121130,9866325,Coleophora concolorella,Quebec_Pohl2018
764,5120797,5120797,Coleophora maritella,Quebec_Pohl2018
765,5120675,5120675,Coleophora mayrella,Quebec_Pohl2018
766,5120577,5120577,Coleophora trifolii,Quebec_Pohl2018
767,5121613,5121613,Coleophora deauratella,Quebec_Pohl2018
768,1852956,1852956,Batrachedra praeangusta,Quebec_Pohl2018
769,1852922,1852922,Batrachedra striolata,Quebec_Pohl2018
770,1853010,10238598,Batrachedra curvilineella,Quebec_Pohl2018
771,5121830,5121830,Duospina trichella,Quebec_Pohl2018
772,1841664,1841664,Scythris basilaris,Quebec_Pohl2018
773,1841788,1841788,Scythris eboracensis,Quebec_Pohl2018
774,1841764,1841764,Scythris fuscicomella,Quebec_Pohl2018
775,1841776,10195360,Scythris pilosella,Quebec_Pohl2018
776,1841666,1841666,Scythris inspersella,Quebec_Pohl2018
777,1841798,1841798,Scythris noricella,Quebec_Pohl2018
778,1841779,1841779,Scythris immaculatella,Quebec_Pohl2018
779,1841813,1841813,Scythris limbella,Quebec_Pohl2018
780,10634548,10634548,Landryia impositella,Quebec_Pohl2018
781,9901179,9901179,Landryia matutella,Quebec_Pohl2018
782,10538974,10538974,Landryia scintillifera,Quebec_Pohl2018
783,10215065,10215065,Asaphocrita aphidiella,Quebec_Pohl2018
784,10223491,10223491,Asaphocrita busckiella,Quebec_Pohl2018
785,NA,NA,NA,Quebec_Pohl2018
786,1852580,1852580,Holcocera chalcofrontella,Quebec_Pohl2018
787,NA,NA,NA,Quebec_Pohl2018
788,9927508,9927508,Holcocera immaculella,Quebec_Pohl2018
789,10325210,10325210,Blastobasis floridella,Quebec_Pohl2018
790,9473121,9473121,Blastobasis glandulella,Quebec_Pohl2018
791,NA,NA,NA,Quebec_Pohl2018
792,NA,NA,NA,Quebec_Pohl2018
793,10286504,10286504,Hypatopa simplicella,Quebec_Pohl2018
794,NA,NA,NA,Quebec_Pohl2018
795,10193077,10193077,Hypatopa vestaliella,Quebec_Pohl2018
796,10500902,9939056,Pigritia fidella,Quebec_Pohl2018
797,10652555,10032006,Pigritia laticapitella,Quebec_Pohl2018
798,9940829,9940829,Stathmopoda aenea,Quebec_Pohl2018
799,1846137,1846137,Mompha albapalpella,Quebec_Pohl2018
800,1846190,1846190,Mompha brevivittella,Quebec_Pohl2018
801,10570575,10570575,Mompha cephalonthiella,Quebec_Pohl2018
802,1846222,1846222,Mompha claudiella,Quebec_Pohl2018
803,7508270,7508270,Mompha conturbatella,Quebec_Pohl2018
804,1846185,9944323,Mompha definitella,Quebec_Pohl2018
805,1846229,1846229,Mompha eloisella,Quebec_Pohl2018
806,1846112,1846112,Mompha epilobiella,Quebec_Pohl2018
807,1846133,1846133,Mompha idaei,Quebec_Pohl2018
808,1846107,1846107,Mompha locupletella,Quebec_Pohl2018
809,1846208,1846208,Mompha luciferella,Quebec_Pohl2018
810,1846215,1846215,Mompha murtfeldtella,Quebec_Pohl2018
811,1846236,1846236,Mompha raschkiella,Quebec_Pohl2018
812,1846145,1846145,Mompha sexstrigella,Quebec_Pohl2018
813,NA,NA,NA,Quebec_Pohl2018
814,1846122,1846122,Mompha stellella,Quebec_Pohl2018
815,4528808,4528808,Mompha sturnipennella,Quebec_Pohl2018
816,1846166,1846166,Mompha terminella,Quebec_Pohl2018
817,1846197,1846197,Mompha unifasciella,Quebec_Pohl2018
818,7472845,7472845,Alucita montana,Quebec_Pohl2018
819,8753135,8753135,Alucita adriendenisi,Quebec_Pohl2018
820,1859146,1859146,Platyptilia tesseradactyla,Quebec_Pohl2018
821,1859161,1859161,Platyptilia carduidactylus,Quebec_Pohl2018
822,1859229,1859229,Platyptilia comstocki,Quebec_Pohl2018
823,4536472,4536472,Gillmeria pallidactyla,Quebec_Pohl2018
824,1858834,9842458,Stenoptilia mengeli,Quebec_Pohl2018
825,1858851,1858851,Stenoptilia exclamationis,Quebec_Pohl2018
826,1858744,1858744,Stenoptilia coloradensis,Quebec_Pohl2018
827,9779653,10354010,Paraplatyptilia carolina,Quebec_Pohl2018
828,9819951,9819951,Paraplatyptilia edwardsii,Quebec_Pohl2018
829,9658891,10599318,Paraplatyptilia petrodactylus,Quebec_Pohl2018
830,9182332,9182332,Paraplatyptilia atlantica,Quebec_Pohl2018
831,1859287,1859287,Amblyptilia pica,Quebec_Pohl2018
832,1859929,9925999,Sphenarches ontario,Quebec_Pohl2018
833,1858637,1858637,Cnaemidophorus rhododactyla,Quebec_Pohl2018
834,5123046,5123046,Geina periscelidactylus,Quebec_Pohl2018
835,5123044,5123044,Geina sheppardi,Quebec_Pohl2018
836,5123045,5123045,Geina buscki,Quebec_Pohl2018
837,5123043,5123043,Geina tenuidactylus,Quebec_Pohl2018
838,1859868,1859868,Capperia evansi,Quebec_Pohl2018
839,1858891,1858891,Oxyptilus delawaricus,Quebec_Pohl2018
840,1858660,1858660,Dejongia lobidactylus,Quebec_Pohl2018
841,NA,NA,NA,Quebec_Pohl2018
842,9686431,9686431,Hellinsia inquinatus,Quebec_Pohl2018
843,9748079,9748079,Hellinsia homodactylus,Quebec_Pohl2018
844,9746673,9746673,Hellinsia elliottii,Quebec_Pohl2018
845,4536462,4536462,Hellinsia pectodactylus,Quebec_Pohl2018
846,9785919,10006415,Hellinsia kellicottii,Quebec_Pohl2018
847,9709119,9709119,Hellinsia lacteodactylus,Quebec_Pohl2018
848,9803094,10553054,Hellinsia glenni,Quebec_Pohl2018
849,9702014,9702014,Oidaematophorus cretidactylus,Quebec_Pohl2018
850,9675537,9675537,Oidaematophorus mathewianus,Quebec_Pohl2018
851,9752950,9752950,Oidaematophorus eupatorii,Quebec_Pohl2018
852,9687260,9687260,Oidaematophorus phaceliae,Quebec_Pohl2018
853,1859046,1859046,Emmelina monodactyla,Quebec_Pohl2018
854,9689122,9689122,Adaina montanus,Quebec_Pohl2018
855,1735121,1735121,Carposina sasakii,Quebec_Pohl2018
856,1735157,1735157,Carposina fernaldana,Quebec_Pohl2018
857,10597291,10597291,Bondia comonana,Quebec_Pohl2018
858,5102424,5102424,Bondia crescentella,Quebec_Pohl2018
859,1736271,1736271,Schreckensteinia erythriella,Quebec_Pohl2018
860,7734292,7734292,Schreckensteinia festaliella,Quebec_Pohl2018
861,1869447,9998937,Epermenia imperialella,Quebec_Pohl2018
862,1869496,1869496,Epermenia albapunctella,Quebec_Pohl2018
863,1869492,1869492,Epermenia cicutaella,Quebec_Pohl2018
864,1869421,10335985,Ochromolopis ramapoella,Quebec_Pohl2018
865,1860108,1860108,Wockia asperipunctella,Quebec_Pohl2018
866,NA,NA,NA,Quebec_Pohl2018
867,5123577,5123577,Anthophila alpinella,Quebec_Pohl2018
868,5123461,5123461,Anthophila fabriciana,Quebec_Pohl2018
869,10165831,10165831,Prochoreutis inflatella,Quebec_Pohl2018
870,10015243,10015243,Prochoreutis extrincicella,Quebec_Pohl2018
871,NA,NA,NA,Quebec_Pohl2018
872,9957799,9957799,Caloreas leucobasis,Quebec_Pohl2018
873,9913863,9913863,Tebenna onustana,Quebec_Pohl2018
874,NA,NA,NA,Quebec_Pohl2018
875,5769164,5769164,Choreutis pariana,Quebec_Pohl2018
876,5123394,5123394,Choreutis diana,Quebec_Pohl2018
877,NA,NA,NA,Quebec_Pohl2018
878,1739922,1739922,Acleris forsskaleana,Quebec_Pohl2018
879,1740246,1740246,Acleris albicomana,Quebec_Pohl2018
880,1739867,1739867,Acleris semipurpurana,Quebec_Pohl2018
881,1739727,1739727,Acleris curvalana,Quebec_Pohl2018
882,1740148,1740148,Acleris macdunnoughi,Quebec_Pohl2018
883,1739816,1739816,Acleris comariana,Quebec_Pohl2018
884,1740060,10114538,Acleris caliginosana,Quebec_Pohl2018
885,1740389,1740389,Acleris nivisellana,Quebec_Pohl2018
886,1740374,1740374,Acleris notana,Quebec_Pohl2018
887,1739956,1739956,Acleris cervinana,Quebec_Pohl2018
888,1739831,1739831,Acleris comandrana,Quebec_Pohl2018
889,1740163,1740163,Acleris subnivana,Quebec_Pohl2018
890,1740225,1740225,Acleris braunana,Quebec_Pohl2018
891,1740380,1740380,Acleris kearfottana,Quebec_Pohl2018
892,NA,NA,NA,Quebec_Pohl2018
893,1739897,1739897,Acleris semiannula,Quebec_Pohl2018
894,NA,NA,NA,Quebec_Pohl2018
895,1739895,1739881,Acleris implexana,Quebec_Pohl2018
896,1740297,1740297,Acleris cornana,Quebec_Pohl2018
897,1739745,1739745,Acleris simpliciana,Quebec_Pohl2018
898,1739964,1739964,Acleris forbesana,Quebec_Pohl2018
899,1739781,1739781,Acleris negundana,Quebec_Pohl2018
900,1740155,1740155,Acleris schalleriana,Quebec_Pohl2018
901,1739954,1739954,Acleris oxycoccana,Quebec_Pohl2018
902,1740392,1740392,Acleris hastiana,Quebec_Pohl2018
903,1739862,1739862,Acleris fragariana,Quebec_Pohl2018
904,1739983,1739983,Acleris celiana,Quebec_Pohl2018
905,1740150,1740150,Acleris arcticana,Quebec_Pohl2018
906,1739973,1739973,Acleris robinsoniana,Quebec_Pohl2018
907,1739927,1739927,Acleris chalybeana,Quebec_Pohl2018
908,NA,NA,NA,Quebec_Pohl2018
909,1740003,1740003,Acleris flavivittana,Quebec_Pohl2018
910,1740133,1740133,Acleris maculidorsana,Quebec_Pohl2018
911,1739868,1739868,Acleris clarkei,Quebec_Pohl2018
912,1739988,1739988,Acleris minuta,Quebec_Pohl2018
913,1739767,1739767,Acleris variana,Quebec_Pohl2018
914,1740305,1740305,Acleris maccana,Quebec_Pohl2018
