accepted_taxon_key,order_name,family_name,genus_name,search_species_name,gbif_species_name,confidence,status,match_type,rank,source
1957845,Lepidoptera,Geometridae,Ennomos,Ennomos alniaria L.,Ennomos alniaria,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
4524421,Lepidoptera,Geometridae,Ennomos,Ennomos fuscantaria Hw.,Ennomos fuscantaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
4524426,Lepidoptera,Geometridae,Ennomos,Ennomos erosaria D.& S.,Ennomos erosaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1962204,Lepidoptera,Geometridae,Selenia,Selenia dentaria F.,Selenia dentaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1962268,Lepidoptera,Geometridae,Selenia,Selenia lunularia Hb.,Selenia lunularia,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1962265,Lepidoptera,Geometridae,Selenia,Selenia tetralunaria Hufn.,Selenia tetralunaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1990066,Lepidoptera,Geometridae,Odontopera,Odontopera bidentata Cl.,Odontopera bidentata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1990551,Lepidoptera,Geometridae,Crocallis,Crocallis elinguaria L.,Crocallis elinguaria,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1958323,Lepidoptera,Geometridae,Ourapteryx,Ourapteryx sambucaria L.,Ourapteryx sambucaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1968867,Lepidoptera,Geometridae,Colotois,Colotois pennaria L.,Colotois pennaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1965913,Lepidoptera,Geometridae,Angerona,Angerona prunaria L.,Angerona prunaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1961068,Lepidoptera,Geometridae,Apocheima,Apocheima hispidaria D.& S.,Apocheima hispidaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
4524740,Lepidoptera,Geometridae,Phigalia,Apocheima pilosaria D.& S.,Phigalia pilosaria,99,SYNONYM,EXACT,SPECIES,denmark_Dec2022
5147681,Lepidoptera,Geometridae,Lycia,Lycia hirtaria Cl.,Lycia hirtaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
6097233,Lepidoptera,Geometridae,Lycia,Lycia zonaria D.& S.,Lycia zonaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1975903,Lepidoptera,Geometridae,Biston,Biston strataria Hufn.,Biston strataria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1975897,Lepidoptera,Geometridae,Biston,Biston betularia L.,Biston betularia,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5769062,Lepidoptera,Geometridae,Agriopis,Agriopis leucophaearia D.& S.,Agriopis leucophaearia,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5769072,Lepidoptera,Geometridae,Agriopis,Agriopis aurantiaria Hb.,Agriopis aurantiaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5769068,Lepidoptera,Geometridae,Agriopis,Agriopis marginaria F.,Agriopis marginaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1956599,Lepidoptera,Geometridae,Erannis,Erannis defoliaria Cl.,Erannis defoliaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1957572,Lepidoptera,Geometridae,Peribatodes,Peribatodes rhomboidaria D.& S.,Peribatodes rhomboidaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1957570,Lepidoptera,Geometridae,Peribatodes,Peribatodes secundaria D.& S.,Peribatodes secundaria,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1957565,Lepidoptera,Geometridae,Peribatodes,Peribatodes ilicaria Gey.,Peribatodes ilicaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1970227,Lepidoptera,Geometridae,Selidosema,Selidosema brunnearia Vill.,Selidosema brunnearia,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5769028,Lepidoptera,Geometridae,Cleora,Cleora cinctaria D.& S.,Cleora cinctaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1978821,Lepidoptera,Geometridae,Deileptenia,Deileptenia ribeata Cl.,Deileptenia ribeata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5143380,Lepidoptera,Geometridae,Alcis,Alcis repandata L.,Alcis repandata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5143477,Lepidoptera,Geometridae,Alcis,Alcis jubata Thnbg.,Alcis jubata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1979781,Lepidoptera,Geometridae,Arichanna,Arichanna melanaria L.,Arichanna melanaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
4524636,Lepidoptera,Geometridae,Hypomecis,Hypomecis roboraria D.& S.,Hypomecis roboraria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
4524638,Lepidoptera,Geometridae,Hypomecis,Hypomecis punctinalis Scop.,Hypomecis punctinalis,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
